enabled,model_id,brand_title,series_title,model_title,reason,source_batch,note
1,22890,三星,三星 A 系列,A50s(A5070),zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,25214,三星,三星 A 系列,A51(A5160) 5G,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,33998,三星,三星 A 系列,A52(A5260),zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,39714,三星,三星 A 系列,A53(5360) 5G,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,21030,三星,三星 A 系列,A60(A6060),zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,18524,三星,三星 A 系列,A6S (G6200),zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,20763,三星,三星 A 系列,A70(A7050),zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,23187,三星,三星 A 系列,A70s(A7070),zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,24602,三星,三星 A 系列,A71(A7160) 5G,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,21758,三星,三星 A 系列,A80(A8050),zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,19328,三星,三星 A 系列,A8S(G8870),zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,16291,三星,三星 A 系列,A9 Star (G8850),zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,22854,三星,三星 A 系列,A90(A9080) 5G,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,18699,三星,三星 A 系列,A9S(A9200),zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,35148,三星,三星 F 系列,F52(SM-E5260),zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,22373,三星,三星 N 系列,Note10 N9700,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,23403,三星,三星 N 系列,Note10 N9700港版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,23408,三星,三星 N 系列,Note10 N9700韩版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,22374,三星,三星 N 系列,Note10+ N9760,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,23410,三星,三星 N 系列,Note10+ N9760港版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,23412,三星,三星 N 系列,Note10+ N9760韩版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,26234,三星,三星 N 系列,Note20 N9810,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,26235,三星,三星 N 系列,Note20 Ultra N9860,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,13351,三星,三星 N 系列,Note8 N9500,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,13383,三星,三星 N 系列,Note8 N9508,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,17165,三星,三星 N 系列,Note9 N9600,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,17281,三星,三星 N 系列,Note9 N9600港版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,17521,三星,三星 N 系列,Note9 N9600美版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,18151,三星,三星 N 系列,Note9 N9600韩版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,20110,三星,三星 S 系列,S10 G9730,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,20781,三星,三星 S 系列,S10 港版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,20109,三星,三星 S 系列,S10+ G9750,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,20775,三星,三星 S 系列,S10+港版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,23693,三星,三星 S 系列,S10+移动4G+版 G9758,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,20291,三星,三星 S 系列,S10e G9700,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,20576,三星,三星 S 系列,S10e G9708,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,20785,三星,三星 S 系列,S10e 港版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,23900,三星,三星 S 系列,S20 G9810,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,23899,三星,三星 S 系列,S20+ G9860,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,30824,三星,三星 S 系列,S20FE 5G(G7810),zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,23898,三星,三星 S 系列,S20Ultra G9880,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,38749,三星,三星 S 系列,S21 FE 5G G9900,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,33092,三星,三星 S 系列,S21 G9910,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,33104,三星,三星 S 系列,S21+ G9960,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,33099,三星,三星 S 系列,S21Ultra G9980,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,39018,三星,三星 S 系列,S22 S9010,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,56622,三星,三星 S 系列,S24 S9210 港版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,51775,三星,三星 S 系列,S24+ S9260,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,56631,三星,三星 S 系列,S24+ S9260 港版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,56640,三星,三星 S 系列,S24Ultra S9280 港版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,10595,三星,三星 S 系列,S8   G9500,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,10596,三星,三星 S 系列,S8+ G9550,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,14695,三星,三星 S 系列,S9 G9600,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,14772,三星,三星 S 系列,S9 G9608,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,14726,三星,三星 S 系列,S9 港版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,14731,三星,三星 S 系列,S9 美版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,14729,三星,三星 S 系列,S9 韩版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,14689,三星,三星 S 系列,S9+ G9650,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,14727,三星,三星 S 系列,S9+港版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,14730,三星,三星 S 系列,S9+美版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,14728,三星,三星 S 系列,S9+韩版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,16552,三星,三星 S 系列,S轻奢版 G8750,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,23649,三星,三星 W 系列,W20 5G,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,23648,三星,三星 W 系列,W20 5G(W2020),zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,5599,三星,三星 W 系列,W2016,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,5579,三星,三星 W 系列,W2016+,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,9268,三星,三星 W 系列,W2017,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,9405,三星,三星 W 系列,W2017+,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,14197,三星,三星 W 系列,W2018,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,14571,三星,三星 W 系列,W2018+,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,18717,三星,三星 W 系列,W2019,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,19018,三星,三星 W 系列,W2019+,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,12209,三星,三星 Z 系列,G9298,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,25967,三星,三星 Z 系列,Z Filp折叠屏(F7070),zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,56653,三星,三星 Z 系列,Z Flip6 5G折叠屏(F7410) 港版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,56666,三星,三星 Z 系列,Z Fold6 5G折叠屏(F9560) 港版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,22658,三星,三星 Z 系列,Z Fold折叠屏（F9000）,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,42987,三星,三星 Z 系列,保护壳,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,48420,三星,三星 保护壳,S23Ultra S9180,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,38778,三星,三星 平板,A8 10.5英寸 X200,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,38785,三星,三星 平板,A8 Lte 10.5英寸 X205C,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,35516,三星,三星 平板,Galaxy Tab A7 8.7英寸 T220,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,35517,三星,三星 平板,Galaxy Tab A7 Lite 8.7英寸 T225,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,35382,三星,三星 平板,Galaxy Tab S7 11英寸,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,39534,三星,三星 平板,Galaxy Tab S7 FE（T733) 12.4英寸,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,35367,三星,三星 平板,Galaxy Tab S7 FE（T735C) 12.4英寸,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,35374,三星,三星 平板,Galaxy Tab S7+ 12.4英寸,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,39158,三星,三星 平板,Galaxy Tab S8 11寸,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,39130,三星,三星 平板,Galaxy Tab S8 Ultra 14.6寸,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,39127,三星,三星 平板,Galaxy Tab S8+ 12.4寸,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,28397,三星,三星 平板,S6 Lite 4G版 P615,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,28102,三星,三星 平板,S6 Lite WIFI版 P610,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,28139,三星,三星 平板,S7 T870,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,28144,三星,三星 平板,S7+ T970,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,28065,三星,三星 平板,T290,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,28072,三星,三星 平板,T295,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,30673,三星,三星 平板,T500,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,30666,三星,三星 平板,T505,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,28068,三星,三星 平板,T510,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,28075,三星,三星 平板,T720,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,28101,三星,三星 平板,T725,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,28088,三星,三星 平板,T725C,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,28114,三星,三星 平板,T860,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,32805,三星,三星 平板,T880,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,30646,三星,三星 手表,Galaxy Watch Active2 蓝牙版 44mm(SM-R820),zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,25443,三星,三星 手表,Galaxy Watch LTE版46mm(SM-R8050),zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,56677,三星,三星 手表,Galaxy Watch Ultra 港版,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,27964,三星,三星 手表,Galaxy Watch 蓝牙版42mm(SM-R810),zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,25083,三星,三星 手表,Galaxy Watch 蓝牙版46mm(SM-R800),zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,27961,三星,三星 手表,Galaxy Watch3 LTE版 45mm (SM-R845),zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,27958,三星,三星 手表,Galaxy Watch3 蓝牙版 41mm (SM-R850),zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,27955,三星,三星 手表,Galaxy Watch3 蓝牙版 45mm (SM-R840),zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,36570,三星,三星 手表,Galaxy Watch4 Classic LTE版46mm(SM-R8950),zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,36567,三星,三星 手表,Galaxy Watch4 Classic 蓝牙版46mm(SM-R890),zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,36560,三星,三星 手表,Galaxy Watch4 蓝牙版 40mm(SM-R860),zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,42207,三星,三星 手表,Galaxy Watch5 蓝牙通话版 40mm,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,41326,三星,三星 手表,Gear sport,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,34289,三星,三星 显示器,22英寸,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,34237,三星,三星 显示器,24英寸,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,34235,三星,三星 显示器,27英寸,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,34245,三星,三星 显示器,28英寸,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,34247,三星,三星 显示器,32英寸,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,34259,三星,三星 显示器,34英寸,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,34256,三星,三星 显示器,49英寸,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,35461,三星,三星 电视,4K超高清电视 AU8000,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,35533,三星,三星 电视,Neo QLED 8K光质量子点电视QN800A,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,35537,三星,三星 电视,Neo QLED 8K光质量子点电视QN900A,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,35484,三星,三星 电视,QLED光质量子点电视 Q60A,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,35479,三星,三星 电视,QLED光质量子点电视 Q70A,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,35519,三星,三星 电视,QLED光质量子点电视 QN85A,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,35526,三星,三星 电视,QLED光质量子点电视 QN90A,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,35476,三星,三星 电视,QLED光质量子点电视 画壁系列(2020),zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,35472,三星,三星 电视,QLED光质量子点电视 画壁系列(2021),zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,35466,三星,三星 电视,超高清电视 AU8800,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,28127,三星,三星 笔记本,Galaxy Book Ion,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,28124,三星,三星 笔记本,Galaxy Book S,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,28137,三星,三星 笔记本,NP930QCG,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,28130,三星,三星 笔记本,NP930XCJ,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,33236,三星,三星 耳机,Galaxy Buds,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,25622,三星,三星 耳机,三星 Buds,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,27648,三星,三星 耳机,三星 Buds Live,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,25615,三星,三星 耳机,三星 Buds+,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,38864,三星,三星充电器,15W Type-C充电套装,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,38878,三星,三星充电器,35W PD 快充充电器,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,42874,三星,三星充电器,9W P4300二合一无线加速充电底座,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,35325,三星,三星智能锁,SHP-DP609,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,35323,三星,三星智能锁,SHP-DR719,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,35314,三星,三星智能锁,主锁 SHP-H30,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,35322,三星,三星智能锁,推拉型 SHP-DP609,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,35316,三星,三星智能锁,推拉型 SHP-DP728,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,35304,三星,三星智能锁,推拉型 SHP-P50,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,35301,三星,三星智能锁,推拉型 SHP-P72,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,35307,三星,三星智能锁,推拉型 SHS-P717,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,35310,三星,三星智能锁,推拉型 SHS-P718,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,61014,三星,移动电源,45W充电宝 20000mAh,final_code_3_from_progress,2026-04-09,Imported from progress review on 2026-04-09: task ended with code 3 and was intentionally added to the blacklist.
1,36317,中兴,中兴Axon系列,中兴Axon 30 5G,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,44157,中兴,中兴Axon系列,中兴Axon 30S,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
1,40454,中兴,中兴Axon系列,中兴Axon 40 Pro,zero_row_ok_from_progress,2026-04-10,"Imported from progress review on 2026-04-10: zero matching rows remained after filtering, so this model stays blacklisted."
